"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SpaceInsuranceContract","Contract.term.asset.context.text","Contract.term.asset.context.text","","","",0,1,"","","","string {[]} {[]}
","Context description","Context description.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.context.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.condition","Contract.term.asset.condition","","","",0,1,"","","","string {[]} {[]}
","Quality desctiption of asset","Description of the quality and completeness of the asset that imay be a factor in its valuation.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.condition",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.periodType","Contract.term.asset.periodType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Asset availability types","Type of Asset availability for use or ownership.","","","","","","","","","",,"example","Codes for asset availability.","http://hl7.org/fhir/ValueSet/asset-availability|4.0.1","",,,,"Contract.term.asset.periodType",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.period","Contract.term.asset.period","","","",0,*,"","","","Period {[]} {[]}
","Time period of the asset","Asset relevant contractual time period.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.period",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.usePeriod","Contract.term.asset.usePeriod","","","",0,*,"","","","Period {[]} {[]}
","Time period","Time period of asset use.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.usePeriod",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.text","Contract.term.asset.text","","","",0,1,"","","","string {[]} {[]}
","Asset clause or question text","Clause or question text (Prose Object) concerning the asset in a linked form, such as a QuestionnaireResponse used in the formation of the contract.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.linkId","Contract.term.asset.linkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to asset text","Id [identifier??] of the clause or question text about the asset in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.linkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.answer","Contract.term.asset.answer","","","",0,*,"","","","null {[]} {[]}
","Response to assets","Response to assets.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.answer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.securityLabelNumber","Contract.term.asset.securityLabelNumber","","","",0,*,"","","","unsignedInt {[]} {[]}
","Asset restriction numbers","Security labels that protects the asset.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.securityLabelNumber",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem","Contract.term.asset.valuedItem","","","",0,*,"","","","BackboneElement {[]} {[]}
","Contract Valued Item List","Contract Valued Item List.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.id","Contract.term.asset.valuedItem.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SpaceInsuranceContract","Contract.term.asset.valuedItem.extension","Contract.term.asset.valuedItem.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.modifierExtension","Contract.term.asset.valuedItem.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.entity[x]","Contract.term.asset.valuedItem.entity[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource|4.0.1]]}","Contract Valued Item Type","Specific type of Contract Valued Item that may be priced.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.entity[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.identifier","Contract.term.asset.valuedItem.identifier","","","",0,1,"","","","Identifier {[]} {[]}
","Contract Valued Item Number","Identifies a Contract Valued Item instance.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.identifier",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.effectiveTime","Contract.term.asset.valuedItem.effectiveTime","","","",0,1,"","","","dateTime {[]} {[]}
","Contract Valued Item Effective Tiem","Indicates the time during which this Contract ValuedItem information is effective.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.effectiveTime",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.quantity","Contract.term.asset.valuedItem.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity|4.0.1]]} {[]}
","Count of Contract Valued Items","Specifies the units by which the Contract Valued Item is measured or counted, and quantifies the countable or measurable Contract Valued Item instances.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.unitPrice","Contract.term.asset.valuedItem.unitPrice","","","",0,1,"","","","Money {[]} {[]}
","Contract Valued Item fee, charge, or cost","A Contract Valued Item unit valuation measure.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.unitPrice",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.factor","Contract.term.asset.valuedItem.factor","","","",0,1,"","","","decimal {[]} {[]}
","Contract Valued Item Price Scaling Factor","A real number that represents a multiplier used in determining the overall value of the Contract Valued Item delivered. The concept of a Factor allows for a discount or surcharge multiplier to be applied to a monetary amount.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.factor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.points","Contract.term.asset.valuedItem.points","","","",0,1,"","","","decimal {[]} {[]}
","Contract Valued Item Difficulty Scaling Factor","An amount that expresses the weighting (based on difficulty, cost and/or resource intensiveness) associated with the Contract Valued Item delivered. The concept of Points allows for assignment of point values for a Contract Valued Item, such that a monetary amount can be assigned to each point.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.points",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.net","Contract.term.asset.valuedItem.net","","","",0,1,"","","","Money {[]} {[]}
","Total Contract Valued Item Value","Expresses the product of the Contract Valued Item unitQuantity and the unitPriceAmt. For example, the formula: unit Quantity * unit Price (Cost per Point) * factor Number  * points = net Amount. Quantity, factor and points are assumed to be 1 if not supplied.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.net",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.payment","Contract.term.asset.valuedItem.payment","","","",0,1,"","","","string {[]} {[]}
","Terms of valuation","Terms of valuation.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.payment",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.paymentDate","Contract.term.asset.valuedItem.paymentDate","","","",0,1,"","","","dateTime {[]} {[]}
","When payment is due","When payment is due.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.paymentDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.responsible","Contract.term.asset.valuedItem.responsible","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson|4.0.1]]}
","Who will make payment","Who will make payment.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.responsible",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.recipient","Contract.term.asset.valuedItem.recipient","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson|4.0.1]]}
","Who will receive payment","Who will receive payment.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.recipient",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.linkId","Contract.term.asset.valuedItem.linkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to specific item","Id  of the clause or question text related to the context of this valuedItem in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.linkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.asset.valuedItem.securityLabelNumber","Contract.term.asset.valuedItem.securityLabelNumber","","","",0,*,"","","","unsignedInt {[]} {[]}
","Security Labels that define affected terms","A set of security labels that define which terms are controlled by this condition.","","","","","","","","","",,,,,"",,,,"Contract.term.asset.valuedItem.securityLabelNumber",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action","Contract.term.action","","","",0,*,"","","","BackboneElement {[]} {[]}
","Entity being ascribed responsibility","An actor taking a role in an activity for which it can be assigned some degree of responsibility for the activity taking place.","Several agents may be associated (i.e. has some responsibility for an activity) with an activity and vice-versa.For example, in cases of actions initiated by one user for other users, or in events that involve more than one user, hardware device, software, or system process. However, only one user may be the initiator/requestor for the event.","An agent can be a person, an organization, software, device, or other entities that may be ascribed responsibility.","","","","","","","",,,,,"",,,,"Contract.term.action",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.id","Contract.term.action.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SpaceInsuranceContract","Contract.term.action.extension","Contract.term.action.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.action.modifierExtension","Contract.term.action.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.action.doNotPerform","Contract.term.action.doNotPerform","","","",0,1,"","Y","","boolean {[]} {[]}
","True if the term prohibits the  action","True if the term prohibits the  action.","","","","","","","","","",,,,,"",,,,"Contract.term.action.doNotPerform",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.type","Contract.term.action.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type or form of the action","Activity or service obligation to be done or not done, performed or not performed, effectuated or not by this Contract term.","","","","","","","","","",,"example","Detailed codes for the contract action.","http://hl7.org/fhir/ValueSet/contract-action|4.0.1","",,,,"Contract.term.action.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.subject","Contract.term.action.subject","","","",0,*,"","","","BackboneElement {[]} {[]}
","Entity of the action","Entity of the action.","","","","","","","","","",,,,,"",,,,"Contract.term.action.subject",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.subject.id","Contract.term.action.subject.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SpaceInsuranceContract","Contract.term.action.subject.extension","Contract.term.action.subject.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.action.subject.modifierExtension","Contract.term.action.subject.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SpaceInsuranceContract","Contract.term.action.subject.reference","Contract.term.action.subject.reference","","","",1,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Entity of the action","The entity the action is performed or not performed on or for.","","","","","","","","","",,,,,"",,,,"Contract.term.action.subject.reference",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.subject.role","Contract.term.action.subject.role","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Role type of the agent","Role type of agent assigned roles in this Contract.","","","","","","","","","",,"example","Detailed codes for the contract actor role.","http://hl7.org/fhir/ValueSet/contract-actorrole|4.0.1","",,,,"Contract.term.action.subject.role",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.intent","Contract.term.action.intent","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Purpose for the Contract Term Action","Reason or purpose for the action stipulated by this Contract Provision.","","","","","","","","","",,"example","Detailed codes for the contract action reason.","http://terminology.hl7.org/ValueSet/v3-PurposeOfUse","",,,,"Contract.term.action.intent",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.linkId","Contract.term.action.linkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to specific item","Id [identifier??] of the clause or question text related to this action in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.action.linkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.status","Contract.term.action.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","State of the action","Current state of the term action.","","","","","","","","","",,"example","Codes for the status of an term action.","http://hl7.org/fhir/ValueSet/contract-actionstatus|4.0.1","",,,,"Contract.term.action.status",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.context","Contract.term.action.context","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/EpisodeOfCare|4.0.1]]}
","Episode associated with action","Encounter or Episode with primary association to specified term activity.","","","","","","","","","",,,,,"",,,,"Contract.term.action.context",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.contextLinkId","Contract.term.action.contextLinkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to specific item","Id [identifier??] of the clause or question text related to the requester of this action in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.action.contextLinkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.occurrence[x]","Contract.term.action.occurrence[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}Timing {[]} {[]}","When action happens","When action happens.","","","","","","","","","",,,,,"",,,,"Contract.term.action.occurrence[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.requester","Contract.term.action.requester","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1]]}
","Who asked for action","Who or what initiated the action and has responsibility for its activation.","","","","","","","","","",,,,,"",,,,"Contract.term.action.requester",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.requesterLinkId","Contract.term.action.requesterLinkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to specific item","Id [identifier??] of the clause or question text related to the requester of this action in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.action.requesterLinkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.performerType","Contract.term.action.performerType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Kind of service performer","The type of individual that is desired or required to perform or not perform the action.","","","","","","","","","",,"example","Codes for the types of action perfomer.","http://hl7.org/fhir/ValueSet/provenance-agent-type|4.0.1","",,,,"Contract.term.action.performerType",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.performerRole","Contract.term.action.performerRole","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Competency of the performer","The type of role or competency of an individual desired or required to perform or not perform the action.","","","","","","","","","",,"example","Codes for the role of the action performer.","http://hl7.org/fhir/ValueSet/provenance-agent-role|4.0.1","",,,,"Contract.term.action.performerRole",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.performer","Contract.term.action.performer","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/CareTeam|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|4.0.1], CanonicalType[http://hl7.org/fhir/StructureDefinition/Location|4.0.1]]}
","Actor that wil execute (or not) the action","Indicates who or what is being asked to perform (or not perform) the ction.","","","","","","","","","",,,,,"",,,,"Contract.term.action.performer",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.performerLinkId","Contract.term.action.performerLinkId","","","",0,*,"","","","string {[]} {[]}
","Pointer to specific item","Id [identifier??] of the clause or question text related to the reason type or reference of this  action in the referenced form or QuestionnaireResponse.","","","","","","","","","",,,,,"",,,,"Contract.term.action.performerLinkId",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SpaceInsuranceContract","Contract.term.action.reasonCode","Contract.term.action.reasonCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Why is action (not) needed?","Rationale for the action to be performed or not performed. Describes why the action is permitted or prohibited.","","","","","","","","","",,"example","Detailed codes for the contract action reason.","http://terminology.hl7.org/ValueSet/v3-PurposeOfUse","",,,,"Contract.term.action.reasonCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
